Code ICD-11,Nom de la maladie
PA30,Unintentional railway transport injury event with collision or derailment
PA31,Unintentional railway transport injury event without collision or derailment
PA3Z,Unintentional railway transport injury event of unspecified type
PA40.0,Unintentional water transport injury event with water vessel not damaged
PA40.1,Unintentional water transport injury event with water vessel not damaged
PA40.Z,Unintentional water transport injury event with water vessel not damaged
PA41.0,Unintentional water transport injury event with water vessel damaged
PA41.Z,Unintentional water transport injury event with water vessel damaged
PA4Z,Unintentional water transport injury event with damage to water vessel unspecified
PA50.0,Unintentional air or space transport injury event with aircraft or spacecraft not damaged
PA50.1,Unintentional air or space transport injury event with aircraft or spacecraft damaged
PA50.Z,Unintentional air or space transport injury event
PA5Y,Other specified unintentional transport injury event
PA5Z,Unintentional transport injury event
PA60,Unintentional fall on the same level or from less than 1 metre
PA61,Unintentional fall from a height of 1 metre or more
PA6Z,Unintentional fall from unspecified height
PA70,Unintentionally struck
PA71,Unintentionally struck
PA72,Unintentionally stepped on or crushed by person
PA73,Unintentionally stepped on or crushed by animal
PA74,Unintentionally bitten by person
PA75,Unintentionally bitten by animal
PA76,Unintentionally scratched or clawed by person
PA77,Unintentionally scratched or clawed by animal
PA78,Unintentionally stung or envenomated by animal
PA79,Unintentionally injured by contact with plant
PA7Y,Other specified type of unintentional contact with person
PA7Z,Unintentional contact with person
PA80.0,Unintentionally struck by projectile from handgun
PA80.1,Unintentionally struck by projectile from rifle
PA80.2,Unintentional exposure to other and unspecified firearm
PA81,Unintentionally struck by moving object
PA82,Unintentional striking against stationary object
PA83.0,Unintentionally cut or pierced by knife
PA83.1,Unintentionally cut or pierced by sharp glass
PA83.2,Unintentionally cut or pierced by other or unspecified sharp object
PA84,Unintentionally struck by blunt object
PA85,Unintentionally caught
PA8Y,Unintentional exposure to other specified object
PA8Z,Unintentional exposure to object
PA90,Unintentional drowning or submersion
PA91,Unintentional drowning or submersion
PA92,Unintentional injury other than drowning following fall into body of water
PA9Z,Unintentional immersion
PB00,Unintentional threat to breathing by suffocation from object covering mouth or nose
PB01,Unintentional threat to breathing by hanging
PB02,Unintentional threat to breathing by strangulation
PB03,Unintentional threat to breathing by external compression of airways or chest
PB04,Unintentional threat to breathing by inhalation or ingestion of gastric contents
PB05,Unintentional threat to breathing by inhalation or ingestion of liquids
PB06,Unintentional threat to breathing by inhalation or ingestion of food
PB07,Unintentional threat to breathing by inhalation or ingestion of other objects or materials
PB08,Unintentional threat to breathing from low oxygen environment
PB0Y,Unintentional threat to breathing by other specified means
PB0Z,Unintentional threat to breathing by unspecified means
PB10,Unintentional exposure to uncontrolled fire
PB11,Unintentional exposure to controlled fire
PB12,Unintentional exposure to ignition
PB13,Unintentional contact with hot object or liquid
PB14,Unintentional exposure to steam
PB15,Unintentional exposure to excessive heat
PB16,Unintentional exposure to excessive cold
PB1Y,Unintentional exposure to other specified thermal mechanism
PB1Z,Unintentional exposure to unspecified thermal mechanism
PB20,Unintentional exposure to or harmful effects of opioids or related analgesics
PB21,Unintentional exposure to or harmful effects of sedative hypnotic drugs or other CNS depressants
PB22,Unintentional exposure to or harmful effects of psychostimulants
PB23,Unintentional exposure to or harmful effects of cannabinoids or hallucinogens
PB24,Unintentional exposure to or harmful effects of analgesics
PB25,Unintentional exposure to or harmful effects of antidepressants
PB26,Unintentional exposure to or harmful effects of antipsychotics
PB27,Unintentional exposure to or harmful effects of antiepileptics or antiparkinsonism drugs
PB28,Unintentional exposure to or harmful effects of other or unspecified drug
PB29,Unintentional exposure to or harmful effects of multiple drugs
PB30,Unintentional exposure to or harmful effects of alcohols
PB31,Unintentional exposure to or harmful effects of organic solvents
PB32,Unintentional exposure to or harmful effects of carbon monoxide
PB33,Unintentional exposure to or harmful effects of pesticides
PB34,Unintentional exposure to or harmful effects of corrosive substances
PB35,Unintentional exposure to or harmful effects of halogen derivatives of aliphatic or aromatic hydrocarbons
PB36,Unintentional exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source
PB50,Unintentional exposure to foreign body in orifice
PB51,Unintentional exposure to electric current
PB52,Unintentional exposure to sunlight
PB53,Unintentional exposure to radiation
PB54,Unintentional exposure to high or low air pressure or changes in air pressure
PB55.0,Unintentional exposure to chemical explosion
PB55.1,Unintentional exposure to explosion or rupture of pressurised materials or object
PB55.Y,Other specified unintentional exposure to explosion
PB55.Z,Unintentional exposure to explosion
PB56,Unintentional exposure to physical overexertion
PB57,Unintentional lack of food
PB58,Unintentional lack of water
PB59,Unintentional other specified privation
PB5A,Unintentional abandonment
PB5B,Unintentional neglect
PB6Y,Other unintentional cause of morbidity or mortality
PB6Z,Unspecified unintentional cause of morbidity or mortality
PB80,Intentional self-harm by land transport road traffic injury event
PB81,Intentional self-harm by land transport off-road nontraffic injury event
PB82,Intentional self-harm by land transport injury event unknown whether traffic or nontraffic
PB83,Intentional self-harm by railway transport injury event
PB90,Intentional self-harm by water transport injury event with water vessel damaged
PB91.0,Intentional self-harm by water transport injury event with water vessel not damaged
PB91.1,Intentional self-harm by water transport injury event with water vessel not damaged
PB91.Z,Intentional self-harm by water transport injury event with water vessel not damaged
PB9Z,Intentional self-harm by water transport injury event with damage to water vessel unspecified
PC00,Intentional self-harm by air or space transport injury event with aircraft or spacecraft damaged
PC01,Intentional self-harm by air or space transport injury event with aircraft or spacecraft not damaged
PC0Z,Intentional self-harm by air or space transport injury event with damage to aircraft or spacecraft unspecified
PC2Y,Intentional self-harm by other specified transport injury event
PC2Z,Intentional self-harm by transport injury event
PC30,Intentional self-harm by fall or jump on same level or from less than 1 metre
PC31,Intentional self-harm by fall or jump from a height of 1 metre or more
PC3Y,Other specified intentional self-harm by fall or jump
PC3Z,Intentional self-harm by fall or jump
PC40,Intentional self-harm by being struck
PC41,Intentional self-harm by being struck
PC42,Intentional self-harm by being stepped on or crushed by person
PC43,Intentional self-harm by being stepped on or crushed by animal
PC44,Intentional self-harm by being bitten by animal
PC45,Intentional self-harm by being scratched or clawed by person
PC46,Intentional self-harm by being scratched or clawed by animal
PC47,Intentional self-harm by being stung or envenomated by animal
PC48,Intentional self-harm by contact with plant
PC4Y,Other specified type of intentional self-harm by contact with person
PC4Z,Intentional self-harm by contact with person
PC50.0,Intentional self-harm by projectile from handgun
PC50.1,Intentional self-harm by projectile from rifle
PC50.Y,Other specified intentional self-harm by being struck by projectile from firearm
PC50.Z,Intentional self-harm by being struck by projectile from firearm
PC51,Intentional self-harm by being struck by moving object
PC52,Intentional self-harm by striking against stationary object
PC53.0,Intentional self-harm by being cut or pierced by knife
PC53.1,Intentional self-harm by being cut or pierced by sharp glass
PC53.Y,Other specified intentional self-harm by being cut or pierced by sharp object
PC53.Z,Intentional self-harm by being cut or pierced by sharp object
PC54,Intentional self-harm by being struck by blunt object
PC55,Intentional self-harm by being caught
PC5Y,Intentional self harm by contact with other specified type of weapon
PC5Z,Intentional self harm by contact with weapon
PC60,Intentional self-harm by drowning or submersion while in body of water
PC61,Intentional self-harm by drowning or submersion following fall into body of water
PC62,Intentional self-harm by injury other than drowning while in body of water
PC63,Intentional self-harm by injury other than drowning following fall into body of water
PC6Z,Intentional self-harm by immersion
PC70,Intentional self-harm by threat to breathing by suffocation from object covering mouth or nose
PC71,Intentional self-harm by threat to breathing by hanging
PC72,Intentional self-harm by threat to breathing by strangulation
PC73,Intentional self-harm by threat to breathing by external compression of airways or chest
PC74,Intentional self-harm by inhalation or ingestion of gastric contents
PC75,Intentional self-harm by threat to breathing by inhalation or ingestion of liquids
PC76,Intentional self-harm by threat to breathing by inhalation or ingestion of food
PC77,Intentional self-harm by threat to breathing by inhalation or ingestion of other objects or materials
PC78,Intentional self-harm by threat to breathing from low oxygen environment
PC7Y,Other specified intentional self-harm by threat to breathing
PC7Z,Intentional self-harm by threat to breathing
PC80,Intentional self-harm by exposure to controlled fire
PC81,Intentional self-harm by exposure to uncontrolled fire
PC82,Intentional self-harm by exposure to ignition or melting of material
PC83,Intentional self-harm by contact with hot object or liquid
PC84,Intentional self-harm by exposure to steam
PC85,Intentional self-harm by exposure to excessive heat
PC86,Intentional self-harm by exposure to excessive cold
PC8Y,Intentional self-harm by exposure to other specified thermal mechanism
PC8Z,Intentional self-harm by exposure to unspecified thermal mechanism
PC90,Intentional self-harm by exposure to or harmful effects of opioids or related analgesics
PC91,Intentional self-harm by exposure to or harmful effects of sedative hypnotic drugs or other CNS depressants
PC92,Intentional self-harm by exposure to or harmful effects of psychostimulants
PC93,Intentional self-harm by exposure to or harmful effects of cannabinoids or hallucinogens
PC94,Intentional self-harm by exposure to or harmful effects of analgesics
PC95,Intentional self-harm by exposure to or harmful effects of antidepressants
PC96,Intentional self-harm by exposure to or harmful effects of antipsychotics
PC97,Intentional self-harm by exposure to or harmful effects of antiepileptics or antiparkinsonism drugs
PC98,Intentional self-harm by and exposure to other and unspecified drug
PC99,Intentional self-harm by exposure to or harmful effects of multiple drugs
PD00,Intentional self-harm by exposure to or harmful effects of alcohols
PD01,Intentional self-harm by exposure to or harmful effects of organic solvents
PD02,Intentional self-harm by exposure to or harmful effects of carbon monoxide
PD03,Intentional self-harm by exposure to or harmful effects of pesticides
PD04,Intentional self-harm by exposure to or harmful effects of corrosive substances
PD05,Intentional self-harm by exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source
PD20,Intentional self-harm by foreign body in orifice
PD21,Intentional self-harm by exposure to electric current
PD22,Intentional self-harm by exposure to sunlight
PD23,Intentional self-harm by exposure to radiation
PD24,Intentional self-harm by exposure to high or low air pressure or changes in air pressure
PD25,Intentional self-harm by explosion or rupture of pressurised materials or object
PD26,Intentional self-harm by physical overexertion
PD27,Intentional self-harm by lack of food
PD28,Intentional self-harm by lack of water
PD29,Intentional self-harm by other specified privation
PD3Y,Other specified intentional self-harm
PD3Z,Intentional self-harm
PD50,Assault by land transport road traffic injury event
PD51,Assault by land transport off-road nontraffic injury event
PD52,Assault by land transport injury event unknown whether road traffic or off-road nontraffic
PD53,Assault by railway transport injury event
PD60.0,Assault by water transport injury event with water vessel damaged
PD60.1,Assault by water transport injury event with water vessel damaged
PD60.Z,Assault by water transport injury event with water vessel damaged
PD61.0,Assault by water transport injury event with water vessel not damaged
PD61.1,Assault by water transport injury event with water vessel not damaged
PD61.Y,Assault by water transport injury event with water vessel not damaged
PD61.Z,Assault by water transport injury event with water vessel not damaged
PD6Z,Assault by water transport injury event with damage to water vessel unspecified
PD70,Assault by air or space transport injury event with aircraft or spacecraft damaged
PD71,Assault by air or space transport injury event with aircraft or spacecraft not damaged
PD7Z,Assault by air or space transport injury event with damage to aircraft or spacecraft unspecified
PD9Y,Other specified assault by transport injury event
PD9Z,Assault by transport injury event
PE00,Assault by causing a fall or jump on same level or from less than 1 metre
PE01,Assault by causing a fall or jump from a height of 1 metre or more
PE0Z,Assault by causing a fall or jump from unspecified height
PE10,Assault by being struck
PE11,Assault by being struck
PE12,Assault by being crushed or stepped on by person
PE13,Assault by being crushed or stepped on by animal
PE14,Assault by being bitten by person
PE15,Assault by being bitten by animal
PE16,Assault by being scratched or clawed by person
PE17,Assault by being scratched or clawed by animal
PE18,Assault by being stung or envenomated by animal
PE19,Assault by contact with plant
PE1Y,Other specified type of assault by contact with person
PE1Z,Assault by contact with person
PE20.0,Assault by projectile from handgun
PE20.1,Assault by projectile from rifle
PE20.Y,Assault by being struck by projectile from other specified firearm
PE20.Z,Assault by being struck by projectile from unspecified firearm
PE21,Assault by being struck by moving object
PE22,Assault by striking against stationary object
PE30,Assault by being cut or pierced by knife
PE31,Assault by being cut or pierced by sharp glass
PE3Z,Assault by being cut or pierced by other or unspecified sharp object
PE40,Assault by being struck by blunt object
PE41,Assault by being caught
PE4Y,Assault by contact with other specified object
PE4Z,Assault by exposure to unspecified object
PE50,Assault by drowning or submersion
PE51,Assault by drowning or submersion following fall into body of water
PE52,Assault by injury other than drowning while in body of water
PE53,Assault by injury other than drowning following fall into body of water
PE5Y,Other specified assault by immersion
PE5Z,Assault by immersion
PE60,Assault by threat to breathing
PE61,Assault by threat to breathing by hanging
PE62,Assault by threat to breathing by strangulation
PE63,Assault by threat to breathing by external compression of airways or chest
PE64,Assault by threat to breathing by inhalation or ingestion of liquids
PE65,Assault by threat to breathing by inhalation or ingestion of food
PE66,Assault
PE67,Assault by threat to breathing by low oxygen environment
PE6Y,Other specified assault by threat to breathing
PE6Z,Assault by threat to breathing
PE70,Assault by exposure to uncontrolled fire
PE71,Assault by exposure to controlled fire
PE72,Assault by exposure to ignition or melting of materials
PE73,Assault by contact with hot object or liquid
PE74,Assault by contact with steam
PE75,Assault by exposure to excessive heat
PE76,Assault by exposure to excessive cold
PE7Y,Assault by exposure to other specified thermal mechanism
PE7Z,Assault by exposure to unspecified thermal mechanism
PE80,Assault by exposure to or harmful effects of opioids or related analgesics
PE81,Assault by exposure to or harmful effects of sedative
PE82,Assault by exposure to or harmful effects of psychostimulants
PE83,Assault by exposure to or harmful effects of cannabinoids or hallucinogens
PE84,Assault by exposure to or harmful effects of analgesics
PE85,Assault by exposure to or harmful effects of antidepressants
PE86,Assault by exposure to or harmful effects of antipsychotics
PE87,Assault by exposure to or harmful effects of antiepileptics or antiparkinsonism drugs
PE88,Assault by exposure to or harmful effects of other or unspecified drug
PE89,Assault by exposure to or harmful effects of multiple drugs
PE8Y,Other specified assault by exposure to or harmful effects of drugs
PE8Z,Assault by exposure to or harmful effects of drugs
PE90,Assault by exposure to or harmful effects of alcohols
PE91,Assault by exposure to or harmful effects of organic solvents
PE92,Assault by exposure to or harmful effects of carbon monoxide
PE93,Assault by exposure to or harmful effects of pesticides
PE94,Assault by exposure to or harmful effects of corrosive substances
PE95,Assault by exposure to or harmful effects of other or unspecified substances chiefly nonmedicinal as to source
PF10,Assault by foreign body in orifice or eye
PF11,Assault by exposure to electric current
PF12,Assault by exposure to sunlight
PF13,Assault by exposure to radiation
PF14,Assault by exposure to high or low air pressure or changes in air pressure
PF15.0,Assault by exposure to chemical explosion
PF15.1,Assault by explosion or rupture of materials or object
PF15.Y,Other specified assault by exposure to explosion
PF15.Z,Assault by exposure to explosion
PF16,Assault by physical overexertion
PF17,Assault by lack of food
PF18,Assault by lack of water
PF19,Assault by other specified privation
PF1A,Assault by abandonment
PF1B,Assault by neglect
PF2Y,Other specified assault
PF2Z,Assault
PF40,Land transport traffic injury event of undetermined intent injuring a pedestrian
PF41,Land transport traffic injury event of undetermined intent injuring the user of a pedestrian conveyance
PF42,Land transport traffic injury event of undetermined intent injuring a pedal cyclist
PF43,Land transport traffic injury event of undetermined intent injuring a motor cyclist
PF44,Land transport traffic injury event of undetermined intent injuring a car occupant
PF45,Land transport traffic injury event of undetermined intent injuring a bus or coach occupant
PF46,Land transport traffic injury event of undetermined intent injuring an occupant of light goods vehicle
PF47,Land transport traffic injury event of undetermined intent injuring an occupant of heavy goods vehicle
PF48,Land transport traffic injury event of undetermined intent injuring an occupant of a streetcar or tram
PF49,Land transport traffic injury event of undetermined intent injuring an occupant of a low powered passenger vehicle
PF4A,Land transport traffic injury event of undetermined intent injuring a user of a special vehicle mainly used in agriculture
PF4B,Land transport traffic injury event of undetermined intent injuring a user of a special vehicle mainly used on industrial premises
PF4C,Land transport traffic injury event of undetermined intent injuring a user of a special construction vehicle
PF4D,Land transport traffic injury event of undetermined intent injuring a user of an all-terrain vehicle
PF4E,Land transport traffic injury event of undetermined intent injuring a rider of an animal
PF4F,Land transport traffic injury event of undetermined intent injuring an occupant of an animal-drawn vehicle
PF4Y,Land transport traffic injury event of undetermined intent injuring a user of other specified land transport
PF4Z,Land transport traffic injury event of undetermined intent injuring a user of unknown or unspecified land transport
PF50,Land transport nontraffic injury event of undetermined intent injuring a pedestrian
PF51,Land transport nontraffic injury event of undetermined intent injuring the user of a pedestrian conveyance
PF52,Land transport nontraffic injury event of undetermined intent injuring a pedal cyclist
PF53,Land transport nontraffic injury event of undetermined intent injuring a motor cyclist
PF54,Land transport nontraffic injury event of undetermined intent injuring a car occupant
PF55,Land transport nontraffic injury event of undetermined intent injuring a bus or coach occupant
PF56,Land transport nontraffic injury event of undetermined intent injuring an occupant of light goods vehicle
PF57,Land transport nontraffic injury event of undetermined intent injuring an occupant of heavy goods vehicle
PF58,Land transport nontraffic injury event of undetermined intent injuring an occupant of a streetcar or tram
PF59,Land transport nontraffic injury event of undetermined intent injuring an occupant of a low powered passenger vehicle
PF5A,Land transport nontraffic injury event of undetermined intent injuring a user of a special vehicle mainly used in agriculture
PF5B,Land transport nontraffic injury event of undetermined intent injuring a user of a special vehicle mainly used on industrial premises
PF5C,Land transport nontraffic injury event of undetermined intent injuring a user of a special construction vehicle
PF5D,Land transport nontraffic injury event of undetermined intent injuring a user of an all-terrain vehicle
PF5E,Land transport nontraffic injury event of undetermined intent injuring a rider of an animal
PF5F,Land transport nontraffic injury event of undetermined intent injuring an occupant of an animal-drawn vehicle
PF5Y,Land transport nontraffic injury event of undetermined intent injuring a user of other specified land transport
PF5Z,Land transport nontraffic injury event of undetermined intent injuring a user of unknown or unspecified land transport
PF60,Land transport injury event of undetermined intent
PF61,Land transport injury event of undetermined intent
PF62,Land transport injury event of undetermined intent
PF63,Land transport injury event of undetermined intent
PF64,Land transport injury event of undetermined intent
PF65,Land transport injury event of undetermined intent
PF66,Land transport injury event of undetermined intent
PF67,Land transport injury event of undetermined intent
PF68,Land transport injury event of undetermined intent
PF69,Land transport injury event of undetermined intent
PF6A,Land transport injury event of undetermined intent
PF6B,Land transport injury event of undetermined intent
PF6C,Land transport injury event of undetermined intent
PF6D,Land transport injury event of undetermined intent
PF6E,Land transport injury event of undetermined intent
PF6F,Land transport injury event of undetermined intent
PF6Y,Land transport injury event of undetermined intent
PF6Z,Land transport injury event of undetermined intent
PF70,Railway transport injury event of undetermined intent with collision or derailment
PF71,Railway transport injury event of undetermined intent without collision or derailment
PF7Z,Railway transport injury event of undetermined intent of unspecified type
PF80,Water transport injury event of undetermined intent with water vessel damaged
PF8Y,Water transport injury event of undetermined intent with water vessel damaged
PF8Z,Water transport injury event of undetermined intent with water vessel damaged
PF90,Water transport injury event of undetermined intent with water vessel not damaged
PF9Y,Water transport injury event of undetermined intent with water vessel not damaged
PF9Z,Water transport injury event of undetermined intent with water vessel not damaged
PG1Z,Water transport injury event of undetermined intent
PG20,Air or space transport injury event of undetermined intent with aircraft or spacecraft damaged
PG21,Air or space transport injury event of undetermined intent with aircraft or spacecraft not damaged
PG2Z,Air or space transport event injury of undetermined intent
PG4Y,Other specified transport injury event of undetermined intent
PG4Z,Unspecified transport injury event of undetermined intent
PG50,Fall or jump of undetermined intent on the same level or from less than 1 metre
PG51,Fall or jump of undetermined intent from a height of 1 metre or more
PG5Z,Fall or jump of undetermined intent
PG60,Struck
PG61,Struck
PG62,Stepped on or crushed with undetermined intent by person
PG63,Stepped on or crushed with undetermined intent by animal
PG64,Bitten with undetermined intent by person
PG65,Bitten with undetermined intent by animal
PG66,Scratched or clawed with undetermined intent by person
PG67,Scratched or clawed with undetermined intent by animal
PG68,Stung or envenomated with undetermined intent by animal
PG69,Contact with plant of undetermined intent
PG6Y,Other specified type of contact with person
PG6Z,Unspecified type of contact with person
PG70,Struck by projectile from handgun of undetermined intent
PG71,Struck by projectile from rifle
PG7Z,Struck by projectile from other and unspecified firearm with unknown intent
PG80,Struck by moving object
PG81,Striking against stationary object of undetermined intent
PG90,Cut or pierced by knife
PG91,Cut or pierced by sharp glass of undetermined intent
PG9Z,Cut or pierced by other or unspecficied sharp object
PH00,Struck by blunt object with undetermined intent
PH01,Caught
PH0Y,Contact with other specified object
PH0Z,Exposure to unspecified object
PH10,Drowning or submersion while in body of water with undetermined intent
PH11,Drowning or submersion following fall into body of water with undetermined intent
PH12,Injury other than drowning while in body of water with undetermined intent
PH13,Injury other than drowning following fall into body of water with undetermined intent
PH1Z,Immersion
PH20,Threat to breathing by suffocation from object covering mouth or nose with undetermined intent
PH21,Threat to breathing by hanging with undetermined intent
PH22,Threat to breathing by strangulation with undetermined intent
PH23,Threat to breathing by external compression of airways or chest with undetermined intent
PH24,Threat to breathing by inhalation or ingestion of liquids with undetermined intent
PH25,Threat to breathing by inhalation or ingestion of food with undetermined intent
PH26,Threat to breathing by inhalation or ingestion of other objects or materials with undetermined intent
PH27,Threat to breathing by low oxygen environment with undetermined intent
PH2Y,Other specified threat to breathing with undetermined intent
PH2Z,Threat to breathing with undetermined intent
PH30,Exposure to uncontrolled fire with undetermined intent
PH31,Exposure to controlled fire with undetermined intent
PH32,Exposure to ignition or melting of materials with undetermined intent
PH33,Contact with hot object or liquid with undetermined intent
PH34,Contact with steam
PH35,Exposure to excessive heat with undetermined intent
PH36,Exposure to excessive cold with undetermined intent
PH3Y,Exposure to other specified thermal mechanism with undetermined intent
PH3Z,Exposure to unspecified thermal mechanism with undetermined intent
PH40,Exposure to or harmful effects of undetermined intent of opioids or related analgesics
PH41,Exposure to or harmful effects of undetermined intent of sedative hypnotic drugs or other CNS depressants
PH42,Exposure to or harmful effects of undetermined intent of psychostimulants
PH43,Exposure to or harmful effects of undetermined intent of cannabinoids or hallucinogens
PH44,Exposure to or harmful effects of undetermined intent of analgesics
PH45,Exposure to or harmful effects of undetermined intent of antidepressants
PH46,Exposure to or harmful effects of undetermined intent of antipsychotics
PH47.0,Harmful effects of or exposure to mixed antiepileptics
PH47.Z,Undetermined intent: Harmful effects of and exposure to noxious substances: Drugs
PH48,Exposure to or harmful effects of undetermined intent of other or unspecified drugs
PH49,Exposure to or harmful effects of undetermined intent of multiple drugs
PH50,Exposure to or harmful effects of undetermined intent of alcohols
PH51,Exposure to or harmful effects of undetermined intent of organic solvents
PH52,Exposure to or harmful effects of undetermined intent of carbon monoxide
PH53,Exposure to or harmful effects of undetermined intent of pesticides
PH54,Exposure to or harmful effects of undetermined intent of corrosive substances
PH55,Exposure to or harmful effects of undetermined intent of halogen derivatives of aliphatic or aromatic hydrocarbons
PH56,Exposure to or harmful effects of undetermined intent of other or unspecified substances chiefly nonmedicinal as to source
PH70,Exposure to foreign body in orifice or eye with undetermined intent
PH71,Exposure to electric current with undetermined intent
PH72,Exposure to sunlight with undetermined intent
PH73,Exposure to radiation with undetermined intent
PH74,Exposure to high or low air pressure or changes in air pressure with undetermined intent
PH75.0,Exposure to chemical explosion with undetermined intent
PH75.1,Exposure to explosion or rupture of pressurised materials or object with undetermined intent
PH75.Y,Other specified exposure to explosion with undetermined intent
PH75.Z,Exposure to explosion with undetermined intent
PH76,Physical overexertion with undetermined intent
PH77,Lack of food with undetermined intent
PH78,Lack of water with undetermined intent
PH79,Other specified privation with undetermined intent
PH7A,Abandonment with undetermined intent
PH7B,Neglect with undetermined intent
PH8Y,Other specified injury event of undetermined intent
PH8Z,Unspecified injury event of undetermined intent
PJ00,Victim of lightning
PJ01,Victim of earthquake
PJ02,Victim of cataclysmic earth movements caused by earthquake
PJ03,Victim of tsunami
PJ04,Victim of volcanic eruption
PJ05,Victim of avalanche
PJ06,Victim of cataclysmic storm
PJ07,Victim of flood
PJ0Y,Exposure to other specified forces of nature
PJ0Z,Exposure to unspecified forces of nature
PJ20,Physical maltreatment
PJ21,Sexual maltreatment
PJ22,Psychological maltreatment
PJ2Y,Other specified maltreatment
PJ2Z,Maltreatment
PJ40,Legal intervention involving projectile from firearm
PJ41,Legal intervention involving other projectile
PJ42,Legal intervention involving blunt object
PJ43,Legal intervention involving sharp object
PJ44,Legal intervention involving electrical weapon
PJ45,Legal intervention involving explosive
PJ46,Legal intervention involving gas
PJ47,Legal intervention involving application of physical force
PJ4Y,Legal intervention involving other means
PJ4Z,Legal intervention involving unspecified means
PJ60,Explosion of depth-charge or marine mine during armed conflict
PJ61,Explosion of torpedo during armed conflict
PJ62,Explosion of sea-based artillery shell during armed conflict
PJ6Y,Explosion of other marine weapons during armed conflict
PJ6Z,Explosion of unspecified marine weapon
PJ70,Attack on or destruction of aircraft during armed conflict due to enemy fire or explosives
PJ71,Attack on or destruction of aircraft during armed conflict due to collision with other aircraft
PJ7Y,Other destruction of aircraft during armed conflict
PJ7Z,Unspecified destruction of aircraft during armed conflict
PJ80,Explosion of missile during armed conflict
PJ81,Explosion of aerial bomb during armed conflict
PJ82,Explosion of munitions or weapons during armed conflict
PJ83,Explosion of improvised explosive device during armed conflict
PJ8Y,Other explosion or fragments during armed conflict
PJ8Z,Unspecified explosion or fragments during armed conflict
PJ90,Use of gasoline bomb during armed conflict
PJ91,Use of flamethrower during armed conflict
PJ92,Use of incendiary bullets during armed conflict
PJ9Y,Other specified fires
PJ9Z,Unspecified fire
PK00,Use of rubber bullets during armed conflict
PK01,Use of firearm pellets during armed conflict
PK02,Other firearms discharge during armed conflict
PK03,Other weapons use during armed conflict
PK04,Unarmed combat during armed conflict
PK0Z,Other and unspecified forms of conventional weapons use during armed conflict
PK10,Thermal or blast effects of nuclear weapon during armed conflict
PK11,Nuclear radiation effects of nuclear weapon during armed conflict
PK1Z,Other and unspecified effect of nuclear weapon during armed conflict
PK20,Use of weaponised micro-organisms during armed conflict
PK2Y,Use of other specified biological weapons during armed conflict
PK2Z,Use of unspecified biological weapons during armed conflict
PK30,Use of chemical weapons during armed conflict
PK31,Use of lasers or other energetic beams or fields during armed conflict
PK32,Use of electrical weapons during armed conflict
PK33,Use of autonomous or semi-autonomous machines as weapons during armed conflict
PK3Z,Other and unspecified forms of unconventional warfare during armed conflict
PK40,Explosion of mine after cessation of armed conflict
PK41,Explosion of bomb after cessation of armed conflict
PK4Z,Other and unspecified event after cessation of armed conflict
PK6Y,Other specified armed conflict
PK6Z,Unspecified armed conflict
PK80.00,Neurological procedure associated with injury or harm
PK80.01,Neurological procedure associated with injury or harm
PK80.02,Neurological procedure associated with injury or harm
PK80.0Y,Neurological procedure associated with injury or harm
PK80.0Z,Neurological procedure associated with injury or harm
PK80.10,Cardiac procedure for repair of congenital anomaly associated with injury or harm
PK80.11,Cardiac procedure for repair of congenital anomaly associated with injury or harm
PK80.12,Cardiac procedure for repair of congenital anomaly associated with injury or harm
PK80.13,Cardiac procedure for repair of congenital anomaly associated with injury or harm
PK80.14,Other cardiac procedure associated with injury or harm
PK80.15,Other cardiac procedure associated with injury or harm
PK80.16,Other cardiac procedure associated with injury or harm
PK80.17,Other cardiac procedure associated with injury or harm
PK80.1Y,Unspecified type of cardiac procedure associated with injury or harm in therapeutic use
PK80.1Z,Unspecified type of cardiac procedure associated with injury or harm in therapeutic use
PK80.20,Thoracic procedure associated with injury or harm
PK80.21,Thoracic procedure associated with injury or harm
PK80.22,Thoracic procedure associated with injury or harm
PK80.2Y,Thoracic procedure associated with injury or harm
PK80.2Z,Thoracic procedure associated with injury or harm
PK80.30,Gastrointestinal
PK80.31,Gastrointestinal
PK80.32,Gastrointestinal
PK80.3Y,Gastrointestinal
PK80.3Z,Gastrointestinal
PK80.40,Endocrine procedure associated with injury or harm
PK80.41,Endocrine procedure associated with injury or harm
PK80.42,Endocrine procedure associated with injury or harm
PK80.4Y,Endocrine procedure associated with injury or harm in therapeutic use
PK80.4Z,Endocrine procedure associated with injury or harm in therapeutic use
PK80.50,Gynaecological or breast procedure associated with injury or harm
PK80.51,Gynaecological or breast procedure associated with injury or harm
PK80.52,Gynaecological or breast procedure associated with injury or harm
PK80.53,Gynaecological or breast procedure associated with injury or harm in therapeutic use
PK80.5Y,Gynaecological or breast procedure associated with injury or harm in therapeutic use
PK80.5Z,Gynaecological or breast procedure associated with injury or harm in therapeutic use
PK80.60,Urological procedure associated with injury or harm
PK80.61,Urological procedure associated with injury or harm
PK80.62,Urological procedure associated with injury or harm
PK80.6Y,Urological procedure associated with injury or harm
PK80.6Z,Urological procedure associated with injury or harm
PK80.70,Caesarean section or other obstetric procedure associated with injury or harm
PK80.71,Obstetric procedure associated with injury or harm
PK80.72,Obstetric procedure associated with injury or harm
